Id,meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
1114,0.1753108521,0.06815047965,0.16074883,0.127550702,0.2419968799,0.1144461778,1.438899227,4.568239074,0.9397012436,0.5990180583,0.1489547582,0.1753108521,0.133196269,0.04710500491,0.2711864407,1.479992378,0.0234375,21.8671875,21.84375,0.07451120649,male
2749,0.1847026316,0.03398193416,0.1817391304,0.1652173913,0.2034782609,0.03826086957,2.342370873,8.635110354,0.8514142,0.2343819449,0.1830434783,0.1847026316,0.1605213896,0.04918032787,0.275862069,1.303977273,0.0234375,8.0625,8.0390625,0.07318531808,female
1756,0.1807501303,0.03528844578,0.1811486486,0.1690878378,0.1901351351,0.0210472973,3.196902478,13.46585934,0.8223528992,0.2121192799,0.1820945946,0.1807501303,0.1722156522,0.01621073961,0.2424242424,0.2795138889,0.15625,0.6953125,0.5390625,0.356884058,female
1877,0.1834332067,0.04942667838,0.1731859756,0.151097561,0.2127743902,0.06167682927,2.549621332,12.71592197,0.9074797597,0.3063367969,0.1540853659,0.1834332067,0.1460073284,0.01630988787,0.275862069,0.8716517857,0.0078125,6.8515625,6.84375,0.07648401826,female
3123,0.1905123477,0.07472792323,0.2154627949,0.1896733212,0.2409981851,0.05132486388,1.834782394,6.191566248,0.9138255309,0.4323037945,0.2408711434,0.1905123477,0.162481995,0.01592039801,0.275862069,0.4889856557,0.03125,5.875,5.84375,0.1135695187,female
691,0.1576441913,0.06067870015,0.1758999305,0.097095205,0.1976928423,0.1005976372,3.463104871,17.91636384,0.8987058021,0.4208462799,0.09534398888,0.1576441913,0.09798507134,0.02433090024,0.25,0.4207356771,0.0048828125,0.8056640625,0.80078125,0.5559866962,male
495,0.2005130948,0.04493977431,0.2099183197,0.1560093349,0.2303383897,0.07432905484,2.319576234,10.26277699,0.8989116845,0.1917976967,0.2099183197,0.2005130948,0.1353081851,0.05693950178,0.275862069,0.4683277027,0.0078125,5.46875,5.4609375,0.08424279583,male
2184,0.1609344291,0.06728894103,0.1875331565,0.1013793103,0.2164986737,0.1151193634,2.096311943,7.310054236,0.9439130175,0.598430827,0.2224403183,0.1609344291,0.1619018655,0.04705882353,0.2790697674,1.351721939,0.0234375,9.5859375,9.5625,0.1218080255,female
2456,0.205306866,0.03934058327,0.2044992296,0.1928505393,0.2239137134,0.03106317411,2.804990303,11.83143638,0.8381006924,0.231698965,0.1988906009,0.205306866,0.1625566612,0.049331963,0.262295082,1.742852394,0.2109375,12.0234375,11.8125,0.1148148148,female
176,0.1420102141,0.0671193783,0.1163004484,0.08742152466,0.1939910314,0.1065695067,3.133692606,15.17880037,0.9345498852,0.5784050468,0.08396860987,0.1420102141,0.08851150021,0.01666666667,0.262295082,0.3951480263,0.0078125,4.65625,4.6484375,0.08917166867,male
567,0.1472462285,0.07119108411,0.1601476015,0.09066420664,0.1950184502,0.1043542435,2.529523094,12.2999729,0.9403788714,0.6331897301,0.06018450185,0.1472462285,0.08390473151,0.01787709497,0.1758241758,0.5279947917,0.0078125,1.734375,1.7265625,0.3767996709,male
679,0.1593213465,0.06301031126,0.181556196,0.09864553314,0.1982997118,0.09965417867,2.853819135,12.15503729,0.8673346058,0.3155482683,0.09884726225,0.1593213465,0.100271313,0.03984063745,0.2702702703,0.4801432292,0.09765625,0.83984375,0.7421875,0.539187643,male
2320,0.2119277834,0.05064385753,0.2118421053,0.1971052632,0.2490526316,0.05194736842,2.201934011,8.603567269,0.8726026529,0.2846783005,0.2022631579,0.2119277834,0.1892644851,0.04705882353,0.2742857143,1.596354167,0.0234375,12.0234375,12,0.1009521484,female
1659,0.1091484803,0.09154175956,0.07157712305,0.02426343154,0.1953206239,0.1710571924,1.899222349,6.472859434,0.948617526,0.6788432654,0.02062391681,0.1091484803,0.1908461413,0.03018867925,0.275862069,0.359375,0.0078125,0.71875,0.7109375,0.3543956044,female
1025,0.1899907994,0.06032436831,0.2047119078,0.1265556978,0.2398463508,0.113290653,0.9619929726,3.121154654,0.9237286197,0.3973306154,0.2000512164,0.1899907994,0.1299170251,0.04809619238,0.2790697674,1.271033654,0.0234375,4.8984375,4.875,0.09813963211,male
929,0.2012405802,0.06096099579,0.2309380531,0.1338053097,0.2507610619,0.1169557522,1.85491637,6.353741827,0.8794036527,0.2935146187,0.2398584071,0.2012405802,0.1304573835,0.04719764012,0.2727272727,1.1484375,0.0234375,8.1796875,8.15625,0.1018173346,male
506,0.1603748999,0.07634710301,0.1432429768,0.1186791523,0.2357023164,0.1170231641,3.40864995,26.93859556,0.9277643157,0.537783108,0,0.1603748999,0.1227192783,0.01769911504,0.275862069,0.1404296875,0.0078125,0.6953125,0.6875,0.1047979798,male
1151,0.1923172408,0.06748066769,0.2058378378,0.1311711712,0.2537657658,0.1225945946,2.202734685,7.443890842,0.8908276746,0.4431226001,0.2537657658,0.1923172408,0.1359085192,0.05020920502,0.2790697674,1.090909091,0.0234375,7.2890625,7.265625,0.104181601,male
80,0.1848508968,0.06244672699,0.1898094028,0.1337738247,0.2385514612,0.1047776366,1.661060846,10.89410786,0.9343233736,0.4678264779,0,0.1848508968,0.1393782576,0.02507836991,0.275862069,1.7525,0.078125,6.7265625,6.6484375,0.3497675369,male
903,0.1957098918,0.06126229608,0.1959027778,0.1390277778,0.2556944444,0.1166666667,1.705531576,5.703149147,0.9007855299,0.3720329706,0.2663888889,0.1957098918,0.1425902605,0.05280528053,0.2790697674,0.56640625,0.0234375,2.671875,2.6484375,0.09232241091,male
2713,0.2086192918,0.04692172425,0.2127402135,0.1733807829,0.2491103203,0.07572953737,0.8449562787,2.634567685,0.9016077754,0.2986615011,0.253594306,0.2086192918,0.1634037033,0.04804804805,0.2790697674,1.930889423,0.0234375,8.1796875,8.15625,0.09581280788,female
2107,0.1911735492,0.03362206063,0.1952400835,0.1794572025,0.2040083507,0.02455114823,3.388561795,16.6998868,0.8245077665,0.2271803895,0.1964091858,0.1911735492,0.1846214864,0.02450229709,0.275862069,0.4583333333,0.0078125,6.546875,6.5390625,0.08742402992,female
2108,0.1890569086,0.03232592529,0.1862518519,0.1738074074,0.2053333333,0.03152592593,2.825499318,12.66494625,0.8359439657,0.226306426,0.1738074074,0.1890569086,0.1713534855,0.01630988787,0.231884058,0.1928710938,0.1640625,0.234375,0.0703125,0.1851851852,female
755,0.1723909381,0.06131257326,0.1775119617,0.1145454545,0.223062201,0.1085167464,0.8315562806,3.405026821,0.945400239,0.5059285799,0.1096331738,0.1723909381,0.09619459056,0.01814058957,0.2133333333,0.5930397727,0.09375,3.7578125,3.6640625,0.2311433902,male
1601,0.1484144022,0.07982013039,0.1720315582,0.07842209073,0.201025641,0.1226035503,1.717548411,5.961927147,0.9563380478,0.7236304513,0,0.1484144022,0.1607082912,0.01585728444,0.2580645161,1.032552083,0.0078125,5.1328125,5.125,0.2532281205,female
2044,0.1715233453,0.06249924655,0.191091132,0.1473804659,0.2106579485,0.06327748263,2.639850342,11.0559606,0.9351628656,0.5951287481,0.1956681651,0.1715233453,0.150839876,0.01752464403,0.262295082,0.1843039773,0.0078125,0.484375,0.4765625,0.1660361496,female
2611,0.2284321712,0.02876681519,0.2293785311,0.2188323917,0.2420338983,0.02320150659,2.472001537,8.871271221,0.8033462178,0.1418959781,0.2288512241,0.2284321712,0.1905191446,0.04863221884,0.2774566474,2.204358553,0.234375,10.0546875,9.8203125,0.137442089,female
1674,0.1465601304,0.08770088205,0.1777121771,0.05682656827,0.2280811808,0.1712546125,2.287123495,12.08410353,0.9627865423,0.7530929113,0.2309225092,0.1465601304,0.1937827491,0.04584527221,0.2666666667,0.6402994792,0.0078125,3.5625,3.5546875,0.2082178691,female
2783,0.1876157526,0.03618307767,0.1802849003,0.1683190883,0.2101994302,0.04188034188,3.054921598,15.76011328,0.8614855097,0.2632614845,0.1687179487,0.1876157526,0.1570052791,0.04701273262,0.2651933702,1.537146226,0.0234375,9.2109375,9.1875,0.1352040816,female
1477,0.2125597604,0.06420039791,0.2333015657,0.1930837304,0.2611300204,0.06804628999,2.632870339,11.52322255,0.9109435874,0.5069812535,0.2662763785,0.2125597604,0.1081286632,0.01791713326,0.2133333333,1.141276042,0.2578125,6.5234375,6.265625,0.1737701202,male
370,0.1887164314,0.06591130601,0.2018461538,0.132,0.2495384615,0.1175384615,1.742577224,7.123776402,0.9314298827,0.5225596724,0.2655384615,0.1887164314,0.1217841013,0.02295552367,0.2352941176,0.4575,0.125,3.6015625,3.4765625,0.1261235955,male
3041,0.2122714723,0.03777019209,0.2156398104,0.2068483412,0.2277488152,0.02090047393,3.713131475,18.89627473,0.8218830297,0.2043677789,0.2154739336,0.2122714723,0.218888285,0.2,0.2777777778,0.4005784255,0.2099609375,0.83984375,0.6298828125,0.3442565187,female
1706,0.2404579753,0.05624025585,0.2574170495,0.2421235324,0.2679938744,0.02587034201,3.230610799,14.45575793,0.8231248532,0.2044836363,0.2705666156,0.2404579753,0.1963465838,0.02005012531,0.275862069,0.55703125,0.0078125,5.1953125,5.1875,0.07831325301,female
1173,0.1970305053,0.06261064089,0.1962652233,0.1394316644,0.2580243572,0.1185926928,1.867917933,6.074752387,0.8801821857,0.3021924765,0.2758322057,0.1970305053,0.1441800509,0.0481444333,0.2774566474,1.580180921,0.0234375,5.1328125,5.109375,0.1577808551,male
2276,0.2307905433,0.03451848072,0.2312152269,0.2094875549,0.2599121523,0.05042459736,1.598823471,4.867484391,0.8458179529,0.137411804,0.2144070278,0.2307905433,0.1886691581,0.04863221884,0.275862069,1.189002404,0.0234375,9.6328125,9.609375,0.0968641115,female
485,0.138336323,0.08569265483,0.1267478913,0.0608809747,0.2386691659,0.1777881912,2.668286003,13.51460667,0.9430469223,0.6119000291,0.1250421743,0.138336323,0.1382329271,0.0163599182,0.275862069,1.106212798,0.0078125,4.421875,4.4140625,0.2309734513,male
1618,0.1620303905,0.07767575767,0.1895437731,0.07768187423,0.2185450062,0.1408631319,6.149744914,73.51215565,0.9323457301,0.6312199441,0.05006165228,0.1620303905,0.143875388,0.01666666667,0.275862069,0.1825284091,0.0546875,0.7578125,0.703125,0.2444444444,female
2242,0.1385922138,0.07976992699,0.1449380362,0.06753098189,0.2025929457,0.1350619638,1.942778052,9.041302584,0.9715859626,0.8030498305,0.1921830315,0.1385922138,0.1852329249,0.05653710247,0.2711864407,0.533110119,0.015625,3.0859375,3.0703125,0.1858778626,female
2442,0.2146344532,0.03749831348,0.22,0.1952380952,0.2419047619,0.04666666667,1.726820791,5.32408714,0.8570462276,0.2397476661,0.2452380952,0.2146344532,0.1674293991,0.04923076923,0.275862069,1.219983553,0.0234375,8.7421875,8.71875,0.102670829,female
2216,0.2023061624,0.04672977726,0.201,0.1805,0.236,0.0555,1.599848876,5.535673402,0.8961800335,0.364107829,0.183,0.2023061624,0.1516998775,0.04719764012,0.2774566474,0.6226773649,0.0234375,4.4296875,4.40625,0.08647416413,female
2974,0.1750522992,0.05439552705,0.1750938338,0.1550134048,0.2039946381,0.04898123324,2.287968621,9.453142263,0.9254451987,0.5260798011,0.1709651475,0.1750522992,0.155391718,0.01953125,0.2325581395,1.158156622,0.0048828125,3.247070313,3.2421875,0.2979919679,female
141,0.1192133173,0.07828572199,0.1034154091,0.05382049245,0.1894837172,0.1356632248,1.98550958,8.394248005,0.9628870297,0.7492961214,0.09807783956,0.1192133173,0.1040303014,0.01824401368,0.2711864407,0.4669744318,0.0078125,4.390625,4.3828125,0.1266488414,male
1222,0.1963160759,0.0636973087,0.1750531108,0.1389377845,0.2625796662,0.1236418816,2.234222278,7.913538724,0.8712276589,0.3316131057,0.135538695,0.1963160759,0.1401952299,0.0469667319,0.275862069,1.558814858,0.0234375,5.390625,5.3671875,0.1664526072,male
1864,0.1623411732,0.07943107523,0.1973455378,0.08778032037,0.2162471396,0.1284668192,3.600307042,19.96706291,0.946908145,0.7069167297,0.2133638444,0.1623411732,0.2064788533,0.0686695279,0.262295082,0.3389423077,0.0078125,0.8359375,0.828125,0.3482704403,female
2370,0.2296779063,0.03395913298,0.2321052632,0.2192105263,0.2512631579,0.03205263158,2.41395588,9.418564253,0.840641596,0.189225376,0.2236315789,0.2296779063,0.1829463834,0.04729064039,0.2790697674,1.736143868,0.2109375,10.1015625,9.890625,0.07123512912,female
479,0.1614900053,0.07285931991,0.152508935,0.1068763402,0.2341672623,0.1272909221,1.660726804,6.880295474,0.9647974787,0.7382785166,0.240571837,0.1614900053,0.1241944183,0.03007518797,0.262295082,0.6793154762,0.1171875,4.609375,4.4921875,0.1644347826,male
1472,0.1240128656,0.08001910446,0.1110440651,0.05313219532,0.2006351727,0.1475029774,1.364890847,5.248513751,0.9719547322,0.7781561454,0.1004843192,0.1240128656,0.1083124569,0.01711229947,0.2711864407,0.54296875,0.0078125,6.0234375,6.015625,0.1430081546,male
942,0.1913805241,0.06122970084,0.2204761905,0.1276190476,0.2438095238,0.1161904762,1.863735254,6.35925303,0.8809813596,0.2977983394,0.2338095238,0.1913805241,0.1175743202,0.04715127701,0.275862069,0.8783203125,0.0234375,5.0390625,5.015625,0.06938544322,male
3013,0.2051765208,0.04688889851,0.2127674419,0.204627907,0.227744186,0.02311627907,3.695066631,18.90390996,0.8490170484,0.2916013464,0.2103255814,0.2051765208,0.2014434971,0.06369426752,0.25,0.4052734375,0.0048828125,0.830078125,0.8251953125,0.4476157327,female
1957,0.2128109585,0.03771245843,0.2143583227,0.1912325286,0.2385514612,0.04731893266,1.475016057,4.625508652,0.8895859213,0.2005004962,0.2150698856,0.2128109585,0.1746151048,0.01851851852,0.2711864407,1.007512019,0.1640625,6.125,5.9609375,0.2002963132,female
2562,0.1998442071,0.04401217616,0.2065091864,0.1822572178,0.226351706,0.04409448819,1.902892666,6.246798123,0.891473925,0.3659387779,0.2230446194,0.1998442071,0.1571476967,0.04766633565,0.275862069,1.318638393,0.0234375,7.21875,7.1953125,0.1369096091,female
926,0.1883575972,0.05778748288,0.1843661972,0.1326056338,0.2425352113,0.1099295775,1.774852268,6.286534034,0.9049968003,0.3813195937,0.1266901408,0.1883575972,0.1415134832,0.04743083004,0.2790697674,0.6824127907,0.0234375,5.4140625,5.390625,0.08238573021,male
1494,0.1520584348,0.07724699136,0.1467891782,0.0956202144,0.217539561,0.1219193466,2.009475674,8.231416494,0.9520823893,0.6592935163,0.09819295559,0.1520584348,0.1149092206,0.01604814443,0.275862069,0.5816592262,0.0078125,4.6640625,4.65625,0.1007571846,male
2159,0.1919290209,0.03062721535,0.1933333333,0.1793333333,0.2076666667,0.02833333333,2.108570216,6.853567165,0.8417863376,0.2218975999,0.1826666667,0.1919290209,0.1668400275,0.02979515829,0.2253521127,0.7693452381,0.171875,6.5390625,6.3671875,0.06024539877,female
430,0.1896115648,0.05954982211,0.2102978723,0.1257021277,0.2442553191,0.1185531915,2.17417465,8.067486726,0.8936590395,0.4047598606,0.2472340426,0.1896115648,0.1095062652,0.02877697842,0.16,0.8858173077,0.1484375,4.9609375,4.8125,0.2298430736,male
1962,0.1411329274,0.08044403999,0.17617357,0.0582642998,0.1977120316,0.1394477318,2.810346321,13.44199701,0.9477715584,0.6852240547,0.1916370809,0.1411329274,0.176764804,0.04432132964,0.253968254,0.471484375,0.0078125,2.984375,2.9765625,0.1838651747,female
416,0.1932289934,0.06032035754,0.2121212121,0.1354545455,0.2418181818,0.1063636364,1.103418314,3.599007653,0.9302709329,0.4796411021,0.2348484848,0.1932289934,0.1101139361,0.01754385965,0.2285714286,0.93125,0.1484375,6.59375,6.4453125,0.2134848485,male
177,0.1410466059,0.06536330748,0.1097457627,0.09165254237,0.2013983051,0.1097457627,2.902501486,13.21178034,0.9278610788,0.5672406606,0.1011440678,0.1410466059,0.07877827652,0.0173347779,0.2711864407,0.10546875,0.0078125,0.140625,0.1328125,0.1453287197,male
